phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
6813988,http://free-10000-listings-due-today-3wedd44dw.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=6813988,2020-10-19T14:02:55+00:00,yes,2020-10-19T14:35:16+00:00,yes,Other
6813987,http://paipale.ml/connexion.html,http://www.phishtank.com/phish_detail.php?phish_id=6813987,2020-10-19T14:02:51+00:00,yes,2020-10-19T14:31:55+00:00,yes,Other
6813986,https://www.amazoonl.xyz/pc,http://www.phishtank.com/phish_detail.php?phish_id=6813986,2020-10-19T14:02:42+00:00,yes,2020-10-19T14:29:13+00:00,yes,Other
6813985,https://www.card-smbc.com/pc/index.php?key=a@b.c&amp;openid.assoc_handle=jpflex&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.mode=checkid_setup&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;openid.pape.max_auth_age=0&amp;openid.return_to=https://www.smbc.co.jp/?ref_=nav_em_hd_re_signin&amp;ref_=nav_em_hd_clc_signinhttps://www.smbc.co.jp,http://www.phishtank.com/phish_detail.php?phish_id=6813985,2020-10-19T14:02:37+00:00,yes,2020-10-19T14:29:13+00:00,yes,Other
6813984,http://www.commercialericambi.net/1und1/,http://www.phishtank.com/phish_detail.php?phish_id=6813984,2020-10-19T14:02:33+00:00,yes,2020-10-19T14:29:13+00:00,yes,Other
6813976,https://paypal-service.go04.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=6813976,2020-10-19T14:02:00+00:00,yes,2020-10-19T14:22:32+00:00,yes,Other
6813975,https://lms-su.com/netflix/Netflix-account/Netflix-account/03b92cd507ff5870df0db7f074728830/,http://www.phishtank.com/phish_detail.php?phish_id=6813975,2020-10-19T14:01:56+00:00,yes,2020-10-19T14:22:32+00:00,yes,Other
6813974,https://lms-su.com/netflix/Netflix-account/Netflix-account/03b92cd507ff5870df0db7f074728830,http://www.phishtank.com/phish_detail.php?phish_id=6813974,2020-10-19T14:01:55+00:00,yes,2020-10-19T14:22:32+00:00,yes,Other
6813973,https://paypal-service.go04.xyz/hW5jbIgqyH43zl/4DiG7yKNArWko/I1hNXge9s5VBz0Ab/wLJpbdzOI/1,http://www.phishtank.com/phish_detail.php?phish_id=6813973,2020-10-19T14:01:50+00:00,yes,2020-10-19T14:21:51+00:00,yes,Other
6813971,https://mail.wagruphotnew.bokepz.top/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6813971,2020-10-19T14:01:42+00:00,yes,2020-10-19T14:18:30+00:00,yes,Other
6813970,https://mail.grubwhatsaapviral.royalpass13.com/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6813970,2020-10-19T14:01:38+00:00,yes,2020-10-19T14:17:09+00:00,yes,Other
6813969,https://www-l-xng-verniuewing.xyz/1/,http://www.phishtank.com/phish_detail.php?phish_id=6813969,2020-10-19T14:01:34+00:00,yes,2020-10-19T14:17:09+00:00,yes,Other
6813968,https://allusivedesigns.com/wp-content/upgrade/verify/INETBANKbankmain.htm,http://www.phishtank.com/phish_detail.php?phish_id=6813968,2020-10-19T14:01:29+00:00,yes,2020-10-19T14:14:28+00:00,yes,Other
6813967,https://refreshing-towel.com/excell/excelzz/bizmail.php?email=,http://www.phishtank.com/phish_detail.php?phish_id=6813967,2020-10-19T14:01:25+00:00,yes,2020-10-19T14:13:47+00:00,yes,Other
6813966,http://100.42.65.207/ap/signin?key=example@example.or.jp,http://www.phishtank.com/phish_detail.php?phish_id=6813966,2020-10-19T14:01:21+00:00,yes,2020-10-19T14:13:47+00:00,yes,Other
6813965,http://hoantrungdanang.com/wp-includes/review/projectofcAGNkNO3YcqRVJPackageDrive-139333download1117899508222909file5445250578715138575_foldersn/,http://www.phishtank.com/phish_detail.php?phish_id=6813965,2020-10-19T14:01:16+00:00,yes,2020-10-19T14:13:47+00:00,yes,Other
6813964,https://petitdemanagecustom.ddnsking.com/signin/customer_center/customer-IDPP00C152/myaccount/signin/?country.x=&amp;locale.x=en_,http://www.phishtank.com/phish_detail.php?phish_id=6813964,2020-10-19T14:01:12+00:00,yes,2020-10-19T14:13:47+00:00,yes,Other
6813962,http://netflix.gbhelpcentre.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813962,2020-10-19T14:01:08+00:00,yes,2020-10-19T14:13:07+00:00,yes,Other
6813963,https://netflix.gbhelpcentre.com/log.php,http://www.phishtank.com/phish_detail.php?phish_id=6813963,2020-10-19T14:01:08+00:00,yes,2020-10-19T14:13:07+00:00,yes,Other
6813961,https://fill-hmrcform.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813961,2020-10-19T14:01:04+00:00,yes,2020-10-19T14:13:07+00:00,yes,Other
6813960,http://fill-hmrcform.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813960,2020-10-19T14:01:03+00:00,yes,2020-10-19T14:13:07+00:00,yes,Other
6813959,https://ukdvlatax.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813959,2020-10-19T14:00:59+00:00,yes,2020-10-19T14:12:26+00:00,yes,Other
6813957,https://web-whatsapp.zyns.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813957,2020-10-19T14:00:52+00:00,yes,2020-10-19T14:10:25+00:00,yes,Other
6813956,http://web-whatsapp.zyns.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813956,2020-10-19T14:00:48+00:00,yes,2020-10-19T14:09:44+00:00,yes,Other
6813955,https://fedexvoyager.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813955,2020-10-19T14:00:44+00:00,yes,2020-10-19T14:09:44+00:00,yes,Other
6813954,https://info-procedure.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=6813954,2020-10-19T14:00:40+00:00,yes,2020-10-19T14:09:45+00:00,yes,Other
6813953,http://info-procedure.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=6813953,2020-10-19T14:00:34+00:00,yes,2020-10-19T14:09:45+00:00,yes,Other
6813952,https://o2-my-billing.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813952,2020-10-19T14:00:30+00:00,yes,2020-10-19T14:09:45+00:00,yes,Other
6813950,http://faceeb00k.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=6813950,2020-10-19T14:00:26+00:00,yes,2020-10-19T14:09:04+00:00,yes,Other
6813951,https://www.faceeb00k.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=6813951,2020-10-19T14:00:26+00:00,yes,2020-10-19T14:09:04+00:00,yes,Other
6813938,http://103.150.215.115/ap/signin?key=example@example.or.jp,http://www.phishtank.com/phish_detail.php?phish_id=6813938,2020-10-19T13:47:53+00:00,yes,2020-10-19T13:52:20+00:00,yes,Amazon.com
6813931,https://off-promo.servehalflife.com/MeusProdutos/Prefetch.php?skullid=1803891151,http://www.phishtank.com/phish_detail.php?phish_id=6813931,2020-10-19T13:45:21+00:00,yes,2020-10-19T13:47:02+00:00,yes,Other
6813901,https://actualizalbcponline.colonss.com/portal/resumen,http://www.phishtank.com/phish_detail.php?phish_id=6813901,2020-10-19T13:07:40+00:00,yes,2020-10-19T13:09:10+00:00,yes,Other
6813894,https://zonsegureviawebcpe.vip/viabcp/,http://www.phishtank.com/phish_detail.php?phish_id=6813894,2020-10-19T12:54:23+00:00,yes,2020-10-19T12:55:54+00:00,yes,Other
6813888,http://bcpzonasegurasbetas.bohotrendz.com/m/iniciar-sesion,http://www.phishtank.com/phish_detail.php?phish_id=6813888,2020-10-19T12:45:35+00:00,yes,2020-10-19T12:46:36+00:00,yes,Other
6813883,http://www2.amazon.c0.jp-b246a3edd4233e2d70ef44e017bc1afa5a0a378b.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6813883,2020-10-19T12:42:03+00:00,yes,2020-10-19T12:43:56+00:00,yes,Other
6813881,http://wvvw.amozon.co.jp-d36b44925ba4ee33c7fe3279e60ce232ea4c7dd8.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6813881,2020-10-19T12:36:33+00:00,yes,2020-10-19T12:37:55+00:00,yes,Other
6813879,https://account-update.amaccount.6ct3ae0rmoe12g2gsqyc.monster/,http://www.phishtank.com/phish_detail.php?phish_id=6813879,2020-10-19T12:31:19+00:00,yes,2020-10-19T12:36:35+00:00,yes,Other
6813878,https://rv.confia-bonoestado.com/iniciar-sesion,http://www.phishtank.com/phish_detail.php?phish_id=6813878,2020-10-19T12:30:48+00:00,yes,2020-10-19T12:31:56+00:00,yes,Other
6813872,https://spare-bnk1-oss.cloudaccess.host/IDLog-on/5bee94749df1ce8268025b6286ced0d8/,http://www.phishtank.com/phish_detail.php?phish_id=6813872,2020-10-19T12:24:16+00:00,yes,2020-10-19T12:25:57+00:00,yes,Other
6813871,https://spare-bnk1-oss.cloudaccess.host/IDLog-on/,http://www.phishtank.com/phish_detail.php?phish_id=6813871,2020-10-19T12:24:15+00:00,yes,2020-10-19T12:25:57+00:00,yes,Other
6813864,https://zonasegurenlineareactivesumype.com/iniciar-sesion,http://www.phishtank.com/phish_detail.php?phish_id=6813864,2020-10-19T12:12:28+00:00,yes,2020-10-19T12:14:01+00:00,yes,Other
6813863,https://domainwebdmgno.ga/?xid=d74e9a9987eb4526bc20c3d85d05e1ba,http://www.phishtank.com/phish_detail.php?phish_id=6813863,2020-10-19T12:11:40+00:00,yes,2020-10-19T12:14:01+00:00,yes,Other
6813841,https://yahooteamauthority.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813841,2020-10-19T11:42:36+00:00,yes,2020-10-19T11:46:52+00:00,yes,Other
6813837,https://attservicelinkupdate.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813837,2020-10-19T11:35:33+00:00,yes,2020-10-19T11:40:14+00:00,yes,Other
6813832,https://498502569687564018.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813832,2020-10-19T11:34:41+00:00,yes,2020-10-19T11:38:54+00:00,yes,Other
6813830,https://321442113.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813830,2020-10-19T11:34:05+00:00,yes,2020-10-19T11:38:14+00:00,yes,Other
6813821,https://www.rakuten-card-co-jp.top/,http://www.phishtank.com/phish_detail.php?phish_id=6813821,2020-10-19T11:29:12+00:00,yes,2020-10-19T11:31:32+00:00,yes,Other
6813806,http://wvvw.amazcn.co.jp-e7b825cb11be71b0699da55cd332483d49e19a40.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6813806,2020-10-19T11:00:48+00:00,yes,2020-10-19T11:03:59+00:00,yes,Other
6813805,https://snailmail.surge.sh/?ppt=68747470733a2f2f676363706e7463632e7a6170746f2e6f72672f646c786d616d626267363471796b7933,http://www.phishtank.com/phish_detail.php?phish_id=6813805,2020-10-19T11:00:38+00:00,yes,2020-10-19T11:03:59+00:00,yes,Other
6813799,https://www.account-assist.amazon.ac9696u.top/,http://www.phishtank.com/phish_detail.php?phish_id=6813799,2020-10-19T10:52:07+00:00,yes,2020-10-19T10:53:42+00:00,yes,Amazon.com
6813785,https://424g45her524h5k4dd8305d3b0d52a2616-dot-focused-studio-292623.du.r.appspot.com/#USER@DOMAIN.ch,http://www.phishtank.com/phish_detail.php?phish_id=6813785,2020-10-19T10:41:15+00:00,yes,2020-10-19T10:46:58+00:00,yes,Other
6813780,http://aeroflot-bilet.com,http://www.phishtank.com/phish_detail.php?phish_id=6813780,2020-10-19T10:27:42+00:00,yes,2020-10-19T10:33:06+00:00,yes,Other
6813781,https://aeroflot-bilet.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813781,2020-10-19T10:27:42+00:00,yes,2020-10-19T10:33:06+00:00,yes,Other
6813779,https://boggze.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813779,2020-10-19T10:26:44+00:00,yes,2020-10-19T10:33:06+00:00,yes,Other
6813778,http://boggze.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813778,2020-10-19T10:26:41+00:00,yes,2020-10-19T10:33:07+00:00,yes,Other
6813777,https://minivantrippers.com/kd/pl/gene/index.html?#email_redacted,http://www.phishtank.com/phish_detail.php?phish_id=6813777,2020-10-19T10:24:58+00:00,yes,2020-10-19T10:30:27+00:00,yes,Other
6813773,http://vvvvvv.amazcn.co.jp-d36b44925ba4ee33c7fe3279e60ce232ea4c7dd8.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6813773,2020-10-19T10:19:42+00:00,yes,2020-10-19T10:24:29+00:00,yes,Other
6813743,http://vvvvvv.amazan.co.jp-a9baaa7739a2b6d3e596335723b856a435a431db.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6813743,2020-10-19T09:45:05+00:00,yes,2020-10-19T09:57:26+00:00,yes,Other
6813740,https://wyliczenia-sprawdzaj.eu,http://www.phishtank.com/phish_detail.php?phish_id=6813740,2020-10-19T09:44:05+00:00,yes,2020-10-19T09:50:50+00:00,yes,Other
6813738,https://moddrit.neocities.org/?ppt=68747470733a2f2f676363706e7463632e7a6170746f2e6f72672f696e6d61706d66396667777832343877,http://www.phishtank.com/phish_detail.php?phish_id=6813738,2020-10-19T09:43:36+00:00,yes,2020-10-19T09:50:50+00:00,yes,Other
6813715,http://vvvvvv.amazan.co.jp-b246a3edd4233e2d70ef44e017bc1afa5a0a378b.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6813715,2020-10-19T09:14:47+00:00,yes,2020-10-19T09:54:48+00:00,yes,Other
6813668,https://card-security-center.hvfbmrc.cn,http://www.phishtank.com/phish_detail.php?phish_id=6813668,2020-10-19T08:46:56+00:00,yes,2020-10-19T09:00:44+00:00,yes,Other
6813667,https://card-customer-center.hvfbmrc.cn,http://www.phishtank.com/phish_detail.php?phish_id=6813667,2020-10-19T08:46:32+00:00,yes,2020-10-19T09:00:44+00:00,yes,Other
6813660,http://snnbclogin.poermskadxzasdl6td1retgaxvchg.xyz,http://www.phishtank.com/phish_detail.php?phish_id=6813660,2020-10-19T08:43:46+00:00,yes,2020-10-19T09:50:10+00:00,yes,Other
6813658,https://exigences-identit.servebeer.com/service/189181a892cac0e/details.php,http://www.phishtank.com/phish_detail.php?phish_id=6813658,2020-10-19T08:43:43+00:00,yes,2020-10-19T08:51:30+00:00,yes,Other
6813652,https://account-update.amaccount.6ct3ae0rmoe12g2gsqyc.monster,http://www.phishtank.com/phish_detail.php?phish_id=6813652,2020-10-19T08:42:02+00:00,yes,2020-10-19T08:51:30+00:00,yes,Other
6813651,https://amazon.account-update.amaccount.6ct3ae0rmoe12g2gsqyc.monster,http://www.phishtank.com/phish_detail.php?phish_id=6813651,2020-10-19T08:41:45+00:00,yes,2020-10-19T08:51:30+00:00,yes,Other
6813640,http://vvvvvv.amczon.co.jp-a9baaa7739a2b6d3e596335723b856a435a431db.ph/,http://www.phishtank.com/phish_detail.php?phish_id=6813640,2020-10-19T08:34:32+00:00,yes,2020-10-19T09:48:51+00:00,yes,Other
6813532,https://frgcxtmjzfjpdcusge.top/,http://www.phishtank.com/phish_detail.php?phish_id=6813532,2020-10-19T05:29:10+00:00,yes,2020-10-19T07:25:09+00:00,yes,Other
6813523,https://ajygscmkpcxcfgpaty.top/,http://www.phishtank.com/phish_detail.php?phish_id=6813523,2020-10-19T05:08:18+00:00,yes,2020-10-19T07:25:49+00:00,yes,Other
6813511,http://dbs-interntbakiingsg.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813511,2020-10-19T04:20:41+00:00,yes,2020-10-19T04:43:20+00:00,yes,"Development Bank of Singapore"
6813502,http://post-u.top/in.html,http://www.phishtank.com/phish_detail.php?phish_id=6813502,2020-10-19T04:00:51+00:00,yes,2020-10-19T05:57:20+00:00,yes,Other
6813499,http://raketanm-bhnydd.org/Rakuten/,http://www.phishtank.com/phish_detail.php?phish_id=6813499,2020-10-19T03:53:50+00:00,yes,2020-10-19T05:11:57+00:00,yes,Rakuten
6813497,http://raketanm-haoeoy.org/Rakuten/,http://www.phishtank.com/phish_detail.php?phish_id=6813497,2020-10-19T03:52:14+00:00,yes,2020-10-19T05:01:17+00:00,yes,Rakuten
6813493,http://raketanm-orjrfk.net/Rakuten/,http://www.phishtank.com/phish_detail.php?phish_id=6813493,2020-10-19T03:49:50+00:00,yes,2020-10-19T04:51:50+00:00,yes,Rakuten
6813490,http://raketanm-ykwmor.org/Rakuten/,http://www.phishtank.com/phish_detail.php?phish_id=6813490,2020-10-19T03:46:19+00:00,yes,2020-10-19T04:50:29+00:00,yes,Rakuten
6813485,http://post-u.top/hmi.html,http://www.phishtank.com/phish_detail.php?phish_id=6813485,2020-10-19T03:31:04+00:00,yes,2020-10-19T04:42:36+00:00,yes,Other
6813471,https://ee.updatebilling-method.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813471,2020-10-19T02:55:34+00:00,yes,2020-10-19T04:21:21+00:00,yes,Other
6813453,http://mabarsamayutuber.diamondfreenow12.cf/,http://www.phishtank.com/phish_detail.php?phish_id=6813453,2020-10-19T02:05:44+00:00,yes,2020-10-19T05:55:20+00:00,yes,Other
6813452,https://welasyia.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813452,2020-10-19T02:05:39+00:00,yes,2020-10-19T05:55:20+00:00,yes,Other
6813451,https://secure.personal-halifax.co.uk/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6813451,2020-10-19T02:05:36+00:00,yes,2020-10-19T04:15:30+00:00,yes,Other
6813450,https://secure.personal-halifax.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=6813450,2020-10-19T02:05:35+00:00,yes,2020-10-19T04:15:30+00:00,yes,Other
6813445,https://www.amazon.automatic-security.digital/,http://www.phishtank.com/phish_detail.php?phish_id=6813445,2020-10-19T02:05:23+00:00,yes,2020-10-19T05:55:20+00:00,yes,Other
6813442,https://grubwhatsappberbagi.eventprize.top/,http://www.phishtank.com/phish_detail.php?phish_id=6813442,2020-10-19T02:05:10+00:00,yes,2020-10-19T04:11:06+00:00,yes,Other
6813441,http://grubwhatsappberbagi.eventprize.top/,http://www.phishtank.com/phish_detail.php?phish_id=6813441,2020-10-19T02:05:06+00:00,yes,2020-10-19T04:11:06+00:00,yes,Other
6813438,http://groupbokepwhatsapp.grub-wa23.my.id/,http://www.phishtank.com/phish_detail.php?phish_id=6813438,2020-10-19T02:04:54+00:00,yes,2020-10-19T04:05:58+00:00,yes,Other
6813437,http://groupwhatsappbudii01.grub-wa11.my.id/,http://www.phishtank.com/phish_detail.php?phish_id=6813437,2020-10-19T02:04:50+00:00,yes,2020-10-19T05:54:40+00:00,yes,Other
6813436,https://groupbokepwhatsapp.grub-wa23.my.id/,http://www.phishtank.com/phish_detail.php?phish_id=6813436,2020-10-19T02:04:46+00:00,yes,2020-10-19T04:05:14+00:00,yes,Other
6813435,https://groupwhatsappbudii01.grub-wa11.my.id/,http://www.phishtank.com/phish_detail.php?phish_id=6813435,2020-10-19T02:04:42+00:00,yes,2020-10-19T05:54:40+00:00,yes,Other
6813434,https://www.vought.market/demos/wf_2018/gezmgy=/zeyngu=/tfmyzg=/,http://www.phishtank.com/phish_detail.php?phish_id=6813434,2020-10-19T02:04:38+00:00,yes,2020-10-19T05:54:40+00:00,yes,Other
6813431,http://amazon.automatic-security.digital/,http://www.phishtank.com/phish_detail.php?phish_id=6813431,2020-10-19T02:04:33+00:00,yes,2020-10-19T05:54:40+00:00,yes,Other
6813432,https://amazon.automatic-security.digital/,http://www.phishtank.com/phish_detail.php?phish_id=6813432,2020-10-19T02:04:33+00:00,yes,2020-10-19T05:54:40+00:00,yes,Other
6813430,https://mail.groupbokepwhatsapp.grub-wa23.my.id/,http://www.phishtank.com/phish_detail.php?phish_id=6813430,2020-10-19T02:04:27+00:00,yes,2020-10-19T05:54:40+00:00,yes,Other
6813418,http://mail.grubwhatsappberbagi.eventprize.top/,http://www.phishtank.com/phish_detail.php?phish_id=6813418,2020-10-19T02:03:36+00:00,yes,2020-10-19T03:21:01+00:00,yes,Other
6813417,https://whatsapp-sx-linkinvite-joingroup.2waky.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813417,2020-10-19T02:03:32+00:00,yes,2020-10-19T05:54:00+00:00,yes,Other
6813416,https://6ct3ae0rmoe12g2gsqyc.monster/,http://www.phishtank.com/phish_detail.php?phish_id=6813416,2020-10-19T02:03:28+00:00,yes,2020-10-19T05:17:57+00:00,yes,Other
6813415,http://unasmerd.com/,http://www.phishtank.com/phish_detail.php?phish_id=6813415,2020-10-19T02:03:24+00:00,yes,2020-10-19T05:54:00+00:00,yes,Other
6813400,https://revistametro.com.ar/tarifa20/boa/login.php?cmd=login_submit&amp;id=45464277791112301b62d8b1a130d24745464277791112301b62d8b1a130d247&amp;session=45464277791112301b62d8b1a130d24745464277791112301b62d8b1a130d247,http://www.phishtank.com/phish_detail.php?phish_id=6813400,2020-10-19T02:02:33+00:00,yes,2020-10-19T02:49:49+00:00,yes,Other
6813399,https://revistametro.com.ar/tarifa20/boa/login.php?cmd=login_submit&id=8d6ca92799ded4b231bfb6615cfe63248d6ca92799ded4b231bfb6615cfe6324&session=8d6ca92799ded4b231bfb6615cfe63248d6ca92799ded4b231bfb6615cfe6324,http://www.phishtank.com/phish_detail.php?phish_id=6813399,2020-10-19T02:02:29+00:00,yes,2020-10-19T02:49:05+00:00,yes,Other
6813398,https://revistametro.com.ar/tarifa20/boa/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6813398,2020-10-19T02:02:28+00:00,yes,2020-10-19T02:49:05+00:00,yes,Other
6813394,https://goodtimebar.com/images/com/att/login.htm,http://www.phishtank.com/phish_detail.php?phish_id=6813394,2020-10-19T02:02:10+00:00,yes,2020-10-19T05:53:20+00:00,yes,Other
6813388,https://emailsds.com/Huntington.com/login.aspx.php,http://www.phishtank.com/phish_detail.php?phish_id=6813388,2020-10-19T02:01:43+00:00,yes,2020-10-19T05:52:40+00:00,yes,Other
6813382,http://pagesblokd3.ga/update-payment.html,http://www.phishtank.com/phish_detail.php?phish_id=6813382,2020-10-19T02:01:19+00:00,yes,2020-10-19T05:52:40+00:00,yes,Other
6813381,https://learnwithportals.com/id/sbfft/gamecards/813780,http://www.phishtank.com/phish_detail.php?phish_id=6813381,2020-10-19T02:01:16+00:00,yes,2020-10-19T02:24:09+00:00,yes,Other
6813380,http://learnwithportals.com/id/sbfft/gamecards/813780,http://www.phishtank.com/phish_detail.php?phish_id=6813380,2020-10-19T02:01:15+00:00,yes,2020-10-19T02:24:09+00:00,yes,Other
6813379,https://learnwithportals.com/id/burnteskimos/stats/377160,http://www.phishtank.com/phish_detail.php?phish_id=6813379,2020-10-19T02:01:12+00:00,yes,2020-10-19T02:24:09+00:00,yes,Other
6813378,http://learnwithportals.com/id/burnteskimos/stats/377160,http://www.phishtank.com/phish_detail.php?phish_id=6813378,2020-10-19T02:01:11+00:00,yes,2020-10-19T02:24:09+00:00,yes,Other
6813374,http://faceboook-page2773104.com/m.html,http://www.phishtank.com/phish_detail.php?phish_id=6813374,2020-10-19T02:00:55+00:00,yes,2020-10-19T05:52:00+00:00,yes,Other
6813373,http://cryochambercomparison.com/banks/directing/bmo/secquestions.php?product=7,http://www.phishtank.com/phish_detail.php?phish_id=6813373,2020-10-19T02:00:51+00:00,yes,2020-10-19T05:52:00+00:00,yes,Other
6813372,http://content-fbook-66783868.roggiehouse.it/nextVRF.html?location=487c295cdbb4f85be1849b582dd8fc85,http://www.phishtank.com/phish_detail.php?phish_id=6813372,2020-10-19T02:00:47+00:00,yes,2020-10-19T05:52:00+00:00,yes,Other
6813336,https://fqwcxejketmejerjpv.top/,http://www.phishtank.com/phish_detail.php?phish_id=6813336,2020-10-19T00:54:21+00:00,yes,2020-10-19T07:26:30+00:00,yes,Other
6813335,https://hbqabrsyyjrufactda.top/,http://www.phishtank.com/phish_detail.php?phish_id=6813335,2020-10-19T00:49:12+00:00,yes,2020-10-19T07:26:30+00:00,yes,Other
